V1,OA6,OA1,OA7,OA2,OA8,OA3,OA4,OA5,OA9,OA10,RA1,RA2,RA7,RA8,RA3,RA9,RA4,RA5,RA10,RA6
TBPL2,8.00106919396811e-05,0.000100538442371491,4.23168775771428e-05,5.01958436140478e-05,4.4465293893365e-05,4.56339926563519e-05,5.56436945929197e-05,4.84588762689191e-05,9.18175967848064e-05,6.32737611110343e-05,8.14308809785535e-05,9.69359558660771e-05,4.17185439990462e-05,6.00079403614692e-05,5.44464767886481e-05,7.90178331620839e-05,5.84307366217977e-05,7.79426099487352e-05,5.3960149806923e-05,8.14610334326226e-05
TBR1,4.71795664813264e-05,5.60038730246072e-05,3.77994806687113e-05,5.62062261478371e-05,3.22111396310382e-05,6.51572526788101e-05,3.02251029276625e-05,4.62974533518803e-05,3.33200049054728e-05,6.10462780688123e-05,5.79742318200369e-05,5.37765724584757e-05,3.33968394047973e-05,7.22972680373605e-05,6.38337781607199e-05,4.73365266041493e-05,3.66678140167795e-05,8.55905591196189e-05,3.46365949259084e-05,4.04527484246968e-05
TBX1,0.000134342441331945,0.000151270749816446,0.000102930293772274,0.000120668258733882,0.000145936445860853,0.000135651239068646,0.000120305024747171,0.00015348745629024,0.000141524492807664,0.000101103706369811,0.000108651667545988,0.000129251389987766,0.000220439794220248,0.000139233685341752,0.000230351021235329,0.0001001343919795,0.000164297913498331,0.000192973675878073,0.000108568036395214,8.91358507485524e-05
TBX10,3.0657370596334e-05,3.79392293812126e-05,3.39971537806764e-05,3.09698307001534e-05,2.65574714304171e-05,3.43224620272044e-05,2.77178022949599e-05,3.26732775894429e-05,2.75490943309574e-05,3.2564070028435e-05,3.4066319025442e-05,3.61255359952358e-05,2.73577934387461e-05,3.52881774898482e-05,3.46733170711623e-05,3.03759434555999e-05,2.70244781040078e-05,4.67072387442678e-05,3.60933892307347e-05,3.08410854627618e-05
TBX15,0.000961495508552547,0.00106019408829323,0.000572236204095438,0.00101878878871034,0.000708092337937271,0.000830001487954815,0.000676203354034827,0.000916001553329441,0.000917510792505707,0.00111541730427998,0.000851971571321984,0.000687707524012725,0.00068653348615519,0.000900834391497841,0.000673149517917712,0.00074151383954492,0.000835447056484711,0.000786855029542547,0.00114376617361774,0.000827501593046596
TBX19,7.04297415568941e-05,7.67246365550339e-05,4.34641761457807e-05,4.34755842985928e-05,4.55032224755742e-05,6.52039060204904e-05,5.11554851376721e-05,5.62944583907716e-05,0.000101911050598725,4.46894262916973e-05,5.25211931223746e-05,5.30750837003443e-05,4.02361995568892e-05,7.18459727521931e-05,0.000242516456196553,8.22165920389912e-05,4.66015838500466e-05,4.74429545782408e-05,5.47047835803585e-05,8.32812616537136e-05
TBX2,0.000490111355584348,0.00039564345359764,0.000517999500118996,0.000557620516648526,0.000635509097689764,0.000608356702417447,0.000523200584755163,0.000526027342382364,0.000558709814221769,0.000811902981677223,0.000495000088669464,0.000467330573233416,0.000438314725090053,0.000961336251156873,0.00037369873021758,0.000594924497379043,0.000525234525015732,0.000605576850288757,0.000467607458543717,0.000390392779694008
TBX20,8.42100061880957e-05,0.000101661233695296,6.24535420223168e-05,7.99598749936901e-05,8.70387114410559e-05,8.35672518252756e-05,9.23348536499934e-05,0.000121063230575026,7.63509168622786e-05,8.31706533411556e-05,6.86809217827868e-05,0.000177862792453396,8.28702929540761e-05,0.000166364457744589,8.39565804722397e-05,0.000100042342335118,0.000173759105573503,0.000109345679336822,6.57627322413552e-05,8.81741397375419e-05
TBX21,7.25225766418629e-05,5.77767046486755e-05,7.34805178770265e-05,7.36759526464069e-05,5.39450145721194e-05,7.00587238245528e-05,5.43954634704009e-05,6.45689956206e-05,5.14274802834039e-05,5.78100706799182e-05,6.43427874449479e-05,8.04259834398629e-05,6.06804540972265e-05,9.15221713387049e-05,6.92461278345805e-05,8.719746930047e-05,6.12093128037553e-05,8.53335176464322e-05,8.65472028859238e-05,5.77098232228335e-05
TBX3,0.000111679915358036,0.000112618597636921,0.000133615432663588,0.000301772058952141,0.000227000124021585,0.000131651094533518,0.000129364726555144,0.000217547816322847,0.000239542611382883,0.000351735027810303,0.000279649002215334,0.000256158713664605,0.000183703987251459,0.000164768397399576,0.000100633949934012,0.000204353633623096,0.000151330092113044,0.000162458777164468,0.000227417551625883,0.000110729121493236
TBX4,5.56604502798442e-05,5.92002144297726e-05,8.32742827510199e-05,6.71282652403049e-05,6.40659632274099e-05,5.69665129519916e-05,0.000155656763177805,6.25911741113235e-05,7.32183519296708e-05,9.16640761260694e-05,8.78639361853773e-05,0.00010168668805701,8.48918099718012e-05,7.35346922513618e-05,5.85949451567275e-05,0.000108877999016666,7.85177742884899e-05,0.000160241820962273,0.000112350184064607,0.000171317530760818
TBX5,0.000115335462728117,0.000157172859241172,0.000204893637344698,0.000407295614267359,0.00040204065317838,0.000560906451956184,0.00047053284708589,0.000286871963065419,0.00037789976698021,0.000403483668469129,0.000434600162800953,0.000544441413457209,0.000262736576769688,0.00193991005650484,0.000194120925748159,0.000291648883464187,0.000768855441387261,0.000340019996973709,0.000340537114295789,0.000111670699738891
TCF12,0.00669207114347116,0.00505020215476341,0.0072218778710573,0.00460603352353444,0.00514650257834446,0.00711220039035147,0.0054436712705476,0.0059938473396706,0.0051511864118272,0.00407960221802621,0.00440155903382987,0.0066421115092321,0.00566760744835166,0.00470313813973652,0.00569879465299159,0.00432186181693763,0.00538225169475453,0.00556606114773637,0.00748095008610719,0.00501129751841516
TCF23,2.38595099920605e-05,2.59597991093668e-05,2.78483886455866e-05,2.27513462750368e-05,2.48114019131216e-05,2.47979223819492e-05,2.77908885044221e-05,2.45680284579984e-05,2.06607371256209e-05,2.6509582065134e-05,2.47420043911585e-05,3.01174145266832e-05,2.03026997821838e-05,2.55719257843792e-05,3.15428595687113e-05,2.57705473549967e-05,2.52319463743816e-05,2.72605296335758e-05,2.3372453579582e-05,3.05424430993927e-05
TCF3,0.00220893193178632,0.00222103997544827,0.00223990806043787,0.00164032983863705,0.00191149266328353,0.00258712808241243,0.00246859703605626,0.00233686287271719,0.00192920518712092,0.00202054338425501,0.00211360325060182,0.00284686223455572,0.00198329650978569,0.00208907088165612,0.00239321516192428,0.0021402651799266,0.0019817914914924,0.00191556419518888,0.00236972888183679,0.00224141658439797
TCF4,0.00154618537614647,0.0017948370053004,0.00131816259188883,0.00185360694657456,0.0017072778454953,0.00174928498284434,0.00125419409101611,0.0018322555657849,0.00160340580025829,0.00157741298241647,0.00155412959954431,0.00168526490518961,0.001267305973161,0.00141303730925942,0.00151986470667938,0.00155398597766103,0.00166890731836836,0.00169610263555278,0.00258870833454352,0.00145971059535007
TCF7,0.000116866637878806,0.000186487432596418,0.000146055499558438,0.000220778206731983,0.000135078649740399,0.000148061753707416,0.000219785597765261,0.000224160147988553,0.000277778641514,0.000386592683668701,0.000303129796048403,0.000764875421677989,0.000369142680057421,0.000279925181535547,0.000110422829877819,0.000253022793526392,0.00021521413408198,0.000208515024531101,0.000119861946984326,0.000174622014306753
TCF7L1,0.000154093299652631,0.000168711461000809,0.000147898280124452,0.000253750798634056,0.000190135239826964,0.000197083453636244,0.000193268294002639,0.000198360040712495,0.000193471748577956,0.000217555053339273,0.000181667819381315,0.000252102308395358,0.000220980617754376,0.000175212999406735,0.000208048129834261,0.000116798822823831,0.000282103626475307,0.00016324576725142,0.000318792267732855,0.000132211577609175
TCF7L2,0.000830129017524445,0.000987394447560537,0.00071034976078828,0.000645712392771536,0.00111485834179163,0.0019425406327678,0.000702862412106108,0.00106867162622152,0.00142656097068383,0.000507324942289706,0.00069699623345901,0.000580870674430467,0.000814147017992541,0.000906465505108911,0.00207569219917514,0.00126532092134873,0.00189795038356118,0.00139142700460873,0.00107185988553012,0.000378975594629068
TCFL5,0.000175477404971422,0.000177185643672997,0.000276714324422125,0.000256609035766282,0.000186329258542029,0.000239060028744597,0.000224320150314118,0.00019437117541643,0.000180561444378812,0.000299833010763963,0.000208138157978637,0.000233487565977984,0.000251812733585277,0.00017410056896503,0.00011473918980263,0.00028943376642642,0.000185310945758516,0.000154898633181097,0.000333117662063054,0.00016442473665452
TEAD1,0.00309502808720334,0.0033705045770138,0.00371064097088379,0.00405225231815924,0.00400866568997267,0.00407127206793059,0.00454174021465899,0.00303828442637352,0.00420762076254869,0.00285939790880491,0.00306320478584601,0.00576799122062244,0.00289727257785582,0.00346376538091794,0.00426475527505787,0.0048461484643675,0.00418129649369482,0.00447719150043231,0.00606184323361333,0.00442384194354606
TEAD3,0.00110142940209478,0.000922155470988805,0.00130833406227673,0.00117698405693665,0.00159155835514279,0.00119252508173812,0.00152386378916928,0.00116997582497758,0.00137026612174292,0.0012736800566108,0.000978461475202696,0.00154050480720732,0.000934662609989788,0.00161736041322105,0.00165519465690031,0.00162833277466816,0.00128045867691093,0.00153220975088903,0.00140433363627313,0.00144833104736394
TEAD4,0.000933273289709935,0.00163008578849411,0.00107905905093909,0.000909429936440191,0.000986497084296977,0.00132634598217173,0.00112877208306477,0.00128289296838879,0.000828334904424688,0.000989250863512081,0.0016637420411412,0.00160627436141643,0.00120699798765879,0.001080085301893,0.00196303723676399,0.00130193909513589,0.00107205268242286,0.000863827791825867,0.00159209141669851,0.000810811105840897
TEF,0.000735092020810873,0.00078893560141528,0.000627612165129276,0.000483879251946302,0.000575470694031576,0.000518684127004744,0.000638997212475162,0.000574053241008868,0.000738730968035229,0.000783201647231545,0.00102860191884911,0.00132837431264288,0.000774099554031431,0.000623069070644978,0.000619086477335681,0.000531252204511954,0.000640774872580444,0.000897469489904456,0.000470067479312235,0.000628801884848272
TERF2,0.000805359232836453,0.000554576080834901,0.000176296505946673,0.000357644161611705,0.000647930863131727,0.000449547073700238,0.000473092501879202,0.00026367574807334,0.000667685769227979,0.000292670557117748,0.000174334937761342,0.000480985639383991,0.000160767692435368,0.000643648700540057,0.000241551159746215,0.00040918651751883,0.000350462135885555,0.000181326265723062,0.00058953840180417,0.00053456469882904
TET1,5.0811145451814e-05,2.05211298762751e-05,4.20368412564484e-05,6.19725003722511e-05,3.253324775231e-05,2.6524455732522e-05,3.96309146169599e-05,3.00063101768885e-05,3.71422207105666e-05,3.72786740139439e-05,1.81776653165187e-05,3.32998231759618e-05,2.86554565454223e-05,2.35528080163129e-05,2.97700730224094e-05,2.39856770651665e-05,7.28460380021599e-05,1.81630623915617e-05,3.29106113298201e-05,3.10462226352408e-05
TFAP2A,0.000621422922942348,0.00039386735825118,0.000490749573070308,0.000786386100773726,0.00064138086088616,0.000883472718055591,0.00124274797089323,0.00121991687988196,0.000688393886717899,0.000939690577576242,0.000543753885195317,0.00102396181148353,0.000347300155680423,0.00059076589044295,0.000269338746848597,0.000470092366378459,0.000727453275679996,0.000556910797604853,0.000562629009217962,0.000487304640074434
TFAP2B,0.000117064887277429,0.000255852864434202,0.000105910746372143,0.000127836513611844,0.000118267482653818,0.000188319404970814,0.000123933860972291,0.00015634885689069,0.000131341078019507,0.000143231828351759,0.000182273615322224,0.000127114338943726,0.000119643627259254,0.000184318046373292,0.000107187749568929,0.000151976314090214,0.000119536585625835,0.00010450577153855,0.000103330364158449,0.000130511054982064
TFAP2C,0.00101641638443923,0.000636394163280914,0.000498199334758383,0.000282501959738002,0.000330156299084453,0.00034595316412826,0.000495320007791026,0.000332402259040656,0.000474124710320672,0.00041517906101834,0.000273122302599331,0.000330302674668887,0.00077894235303662,0.00115301916187685,0.000890066750926012,0.000367704872087727,0.000816573344053604,0.000256781250044585,0.000454324252256825,0.000434430629432103
TFAP2D,8.32713103469529e-05,0.000289016579175327,8.20050973372664e-05,0.00019284499987538,9.88482608676735e-05,0.000109345203225315,9.11944702920738e-05,9.61341891169079e-05,7.96251806864972e-05,9.47281991739601e-05,0.000137600949590899,9.527977115382e-05,0.000150994995573869,9.78644582292644e-05,0.000111807902172755,0.000229729353564081,8.45209934431344e-05,9.1059246593703e-05,9.42350240047315e-05,9.16302585581305e-05
TFAP2E,3.85309720568162e-05,8.49924903367094e-05,0.000102342844225211,9.09356950726262e-05,4.89849156091772e-05,5.66722249611829e-05,0.000106879645544996,6.96189733027021e-05,5.74652679946047e-05,6.73523132508458e-05,0.000145294689449786,7.23765828344605e-05,6.59747922108052e-05,0.00013955238550675,9.95526795095935e-05,3.46423258362917e-05,7.94331273270648e-05,8.02101828891957e-05,0.000141686517089412,9.61518385436442e-05
TFAP4,0.00147065914874076,0.00116982496829839,0.00131874440947019,0.0015022536909942,0.00113771160938635,0.00160566680813906,0.00105980661185081,0.000898608380019654,0.00125547157158332,0.00115170599827499,0.00084865984735788,0.00104655898182299,0.00100329320651681,0.000701033219978744,0.00100629668121593,0.00098254861501769,0.000962886472690724,0.00135964872839222,0.00122522328877583,0.000987162059847314
TFCP2,0.00163852634757841,0.00239161286486573,0.00142604475284139,0.00158032961374834,0.00147707600666512,0.00155623726071419,0.00131377654433957,0.00213680355435263,0.00159910248721093,0.00165691641515255,0.00163840433777378,0.00127339498707735,0.00161108958385811,0.00121385243055828,0.00146290249796814,0.00206639522403794,0.00153335287396703,0.00145776567324231,0.00176077008691461,0.00196529566793843
TFDP1,0.000299646546972664,0.000399404725997096,0.000218158707516459,0.000552383502074929,0.000491467491063545,0.000348668274734936,0.000685624184872581,0.000606972407211502,0.000432877690106191,0.000399333065409307,0.000617173848034791,0.000316908826006564,0.0010227760256989,0.000453407880259875,0.000383754502389948,0.000333320787921132,0.000569884905970527,0.00033582535569049,0.000488728401579717,0.000362149234159754
TFE3,0.000454603322900268,0.000555136795068098,0.000358997390352469,0.000537366658752988,0.000327527687206103,0.000507135827270257,0.000464160065883398,0.000489225735970567,0.000838745644977673,0.00044369568554192,0.000485367889318892,0.000366315348035932,0.000508095632913717,0.000424369475355056,0.000468128046842741,0.000364561184526122,0.000382962999255738,0.000480843710660365,0.000488787006421076,0.000354490687080129
TFEB,8.72384837744512e-05,0.000142665048744644,0.000126503037092515,9.48190588919321e-05,7.63826268858329e-05,0.000135284829906514,0.000111286298749243,0.000102964206191247,7.98543661551677e-05,8.15237725221118e-05,0.000100438127206538,8.34499576370775e-05,8.14050221561737e-05,9.41905998646338e-05,6.81536835554597e-05,0.000102933266910645,6.30657435872494e-05,5.74824512270212e-05,7.80234683947901e-05,6.68833342360981e-05
TFEC,4.10643866866465e-05,3.6049395988404e-05,2.55546090259296e-05,2.16040428673384e-05,3.56886940983886e-05,2.56274841535612e-05,2.48952193253623e-05,3.27195261744867e-05,2.88923118372893e-05,3.01190530945537e-05,2.80639406277808e-05,2.70352604984119e-05,2.83604152232106e-05,3.25150683570365e-05,0.000201114657023874,4.35242025476232e-05,2.41760128844168e-05,2.36865805924957e-05,3.53555429973679e-05,0.000115791179075538
TGIF1,0.00449891267637301,0.00473673634402306,0.00693591990633579,0.00458633275258688,0.00431938396864926,0.0068231214687081,0.00679615002174857,0.00610765047572124,0.00393282887097774,0.00342144787809359,0.00464626170856625,0.0061522298183209,0.00357109048948801,0.00405782357183597,0.00601672062529025,0.00454587852095442,0.00435959552676319,0.00357679949656044,0.00763617170811247,0.00407575071381875
TGIF2,0.000231261076443158,0.000123338113347255,0.000582979463381678,0.000160074614484707,9.36752464414732e-05,0.000545710044098745,0.000387499014230448,0.000441153102761348,0.000109409093638632,9.54990752351226e-05,0.000117645702821269,0.000485888123343613,9.19309009882968e-05,0.000116125694363354,0.00051186690487189,0.000142897341983715,9.57511497412312e-05,0.000117003633620281,0.000439201462066822,9.64187364731473e-05
